tracking_id,datetime,wind_speed(m/s),atmospheric_temperature(°C),shaft_temperature(°C),blades_angle(°),gearbox_temperature(°C),engine_temperature(°C),motor_torque(N-m),generator_temperature(°C),atmospheric_pressure(Pascal),area_temperature(°C),windmill_body_temperature(°C),wind_direction(°),resistance(ohm),rotor_torque(N-m),turbine_status,cloud_level,blade_length(m),blade_breadth(m),windmill_height(m),windmill_generated_power(kW/h)
WM_11642,2019-01-31 00:43:20,47.11468604626261,-99.0,43.16964204726475,8.116676703564048,48.08296413969123,47.912717291096726,953.4961505457064,46.37445685788472,139445.40573036997,37.87998151745211,,494.368168341362,1473.4990989689563,17.447402061469226,AB,Low,2.4612615945519325,0.359380387148229,27.74716406116337,10.112969225000002
WM_310,2018-10-31 09:13:20,94.71450819079368,25.477709969867263,46.97074449153335,9.694595080306204,46.62220201618703,43.66888756723444,2802.7365115398507,93.72231311728932,18726.5881972024,45.351681576367,,,-99.0,42.90185926256152,,Medium,0.5343498060818783,0.4684360486009016,25.632082174172083,10.47703935
WM_2461,2018-11-21 23:53:20,216.1102342911552,-99.0,-99.0,-1.084575848881186,44.0719927233032,43.6876472471151,2191.7563605263304,76.2278568324405,17407.82033504459,39.043320834798095,45.58143889534576,292.91037520528795,1741.419335109059,37.403457638694846,,Low,2.0725188922632154,0.3330306112468724,27.17682776919099,5.54649987
WM_19669,2019-04-15 13:43:20,-15.470202344412954,22.881021198024456,42.04396454046338,-99.0,37.79354425431534,40.63757124369452,1001.0,63.97121792964026,16399.697079872112,22.04405913343424,43.34709447482644,195.50950081429784,2884.48592404606,20.0,AB,Low,-1.079152363297828,0.3679723799585565,24.850416803185485,3.2252332055555564
WM_19376,2019-04-07 14:23:20,94.38394160845326,19.958514259630554,44.327187653542495,0.664472328542651,41.82883565652734,44.99073025083838,2137.9895615502955,69.04945474377466,222353.06398952365,34.15234075527691,43.82233576929859,198.07150662661377,1704.947669079846,79.26900886129627,BA,Medium,4.566423401459241,0.4212735189477632,26.22179478920144,4.284834869999999
WM_13136,2019-02-10 16:23:20,94.6603954969745,28.51421112555181,42.7670033404176,-99.0,42.07166073046629,42.60624546309034,2138.32962588676,75.90099431544662,17132.320581225864,24.28370284317125,-5.588898256950408,501.61875176990014,1724.8736829450388,-38.30394933370974,A2,Medium,3.51090463598035,0.4874869464987152,24.85940585465817,4.934094305555557
WM_14947,2019-02-24 16:13:20,94.76974766691836,23.030193835121977,45.17262278329024,,44.842005705958975,45.8436331546902,2756.898234813595,91.21783532951548,18863.486765666148,41.09860089097013,,532.0458398854211,1960.5853124452408,46.80641892521752,B2,Low,3.582435893308028,0.3941164655934681,26.95158013541263,9.979784375
WM_40134,2019-09-22 05:13:20,93.89667919935223,23.562381162659584,47.51197727858473,-1.0961922779958548,156.4313525882626,43.87735160994215,2221.390056009412,76.66960532951569,334051.85755191406,40.47713022982157,43.286347119287456,285.6556456483157,1741.616513228612,37.54777099096708,AB,Low,,0.4737206171851507,27.400539805166314,5.502205676470588
WM_24217,2019-05-23 03:53:20,91.67307974851096,16.935292156801367,43.39839871732849,0.7443615723404801,82.18014642673123,43.40706556123825,2081.9907036769646,68.95890201356555,16819.686729405606,24.49001701791135,40.84038772336204,215.4590551091552,1696.1201259333704,33.134426346716964,BBB,Medium,4.148146828756429,0.4988805332775254,27.80684629035232,4.153384825
WM_4475,2018-12-06 21:53:20,96.51544779731844,-99.0,46.04952586864884,-99.0,47.571860966713686,44.86430834437781,2785.874825411407,86.81389005071442,17639.462343500563,43.6849962961718,46.16699257705029,504.9248939839668,1981.232247071145,43.051518256519,A,Medium,4.860951428884051,0.3493465920899833,26.028819495893803,8.67035443
WM_29287,2019-07-01 09:13:20,91.25964007168078,16.422511665501332,22.52061160565401,2.8974726162751807,91.5784233621052,42.96025091780413,2137.23230427527,68.46868754428604,16874.9199136828,22.92684780070058,40.38560407884886,,1673.3062108595004,-25.191040992353777,BB,Medium,4.897668244717748,0.3330244741729509,25.96193243204004,3.31603987
WM_10034,2019-01-18 02:43:20,92.8955327034388,21.4046745422456,42.48647322284883,6.923480705398933,46.85693958399386,43.69561774989312,2888.287130075579,93.9557980636512,19034.82694554206,28.98228130103685,42.18508597378266,521.9213640747322,1969.2357328770672,44.8815662897192,BBB,Low,,0.3003365977443863,26.477488827017776,9.437221444444448
WM_12232,2019-02-04 05:03:20,47.83110895179133,-99.0,43.857251501957954,5.169295021046162,127.68718022794184,42.79649016381967,984.7595941290584,46.89268851730702,128096.52118256118,37.60464432810242,43.24908942478697,,1459.3342266254324,18.42696194158242,ABC,,3.4279169728660714,0.4265271025822048,12.568420681758989,9.58570435
WM_20284,2019-04-24 16:13:20,94.16893050751372,17.863520124089035,42.1517367026253,-1.0124028988816167,150.60199055336102,44.91894933253568,2205.200448890243,74.05413479521465,-202181.69267471196,28.437054673764408,43.5858235582651,224.37085548346977,1742.1273607596834,,B2,Low,4.538042734675017,0.464842972315186,35.88138924983868,5.613631384210527
WM_40034,2019-09-21 12:33:20,96.53786561562067,,22.253192754919603,-0.9465968635656912,42.06381749001815,43.576408723767535,2400.7695962169137,72.8429363622518,17160.463730255007,35.45694999323415,46.191652177182746,281.1308429333,1792.2662296300543,37.49173096193239,B,Low,4.258390192258076,0.3721906982446591,,6.016805047368423
WM_26030,2019-06-07 11:23:20,91.93107761853275,16.814799428814382,41.14398157178256,1.336461405009936,40.015196233698425,40.187498566649744,2115.700621809593,69.18952608494939,,23.798022044207634,-99.0,204.7101556536449,866.6843364317364,34.13811284765743,,Medium,3.686314904517165,0.4566516534550969,13.626349441657094,3.8310548200000007
WM_10891,2019-01-24 12:23:20,47.96243071126869,12.21200908662923,5.459203231136421,-99.0,46.09813060904781,44.68023519376134,957.007319810722,46.19144530287316,-55609.90451821979,36.902397428314,6.375846032847001,,1459.8995479568684,19.00499067509168,AAA,Medium,7.633106079151045,0.3002471925123287,16.196444417747568,9.09267944
WM_20753,2019-04-28 00:53:20,18.45930416091365,9.782718616949468,41.64712432671084,67.31360382188879,83.01698114308834,42.41619132073402,821.4734365113367,40.11138256599651,-62402.41433094716,30.58559370428518,41.83403724236423,270.6676526674674,1258.93215566584,12.38628222647951,AC,Medium,8.447694964900943,0.3552263739667907,22.919106328562087,6.036922061111111
WM_36147,2019-08-22 04:23:20,24.15391439701878,4.676663000585485,14.22916675914826,-1.0105638805372978,-44.00094661644944,16.492716402451286,853.6791923612031,41.34255274605936,126735.23061490797,30.079846537267137,15.089195783077262,273.98311465900804,1312.5271536440157,14.111452044788525,AAA,Low,2.008190241859541,0.3234858767787789,27.87274725693868,6.922842021052633
WM_19655,2019-04-15 11:23:20,10.12638413982543,7.780399637291531,41.69979862894706,99.65331765084696,-53.52388602902103,39.62869689985239,502.115558242942,35.594088628207786,109117.79875826625,26.926887434314366,43.52904145997916,149.90030047036657,1163.5291400708768,-12.53258705874159,B,Low,2.3019720062256344,0.4152397723911804,25.05046130511932,2.891542
WM_28808,2019-06-27 21:53:20,31.47093272968118,11.306420604464506,41.95971050232919,-1.1430698933430623,-46.29847820156185,42.41844474273575,902.9516469841144,42.246940500013714,117072.76672883854,31.521073485048404,43.17948334442507,270.8789928255779,1369.0708761896524,16.66624810601983,D,Medium,2.664280478804677,0.4056460921341532,24.542151194488497,7.864889336842105
WM_13147,2019-02-10 18:13:20,92.40456979473105,,40.83177513067252,-99.0,41.357392075573046,41.01106973783723,2135.2884469927626,74.33340904564915,17113.854603039632,22.58628432429893,-99.0,49.08115466409176,1718.3431915141266,34.44757702745689,AC,Medium,2.5173622370020894,0.4833544711518046,24.10799069798702,5.009383072222222
WM_29672,2019-07-04 02:53:20,35.40990333535884,9.34744342658064,44.79130576562002,-1.179506225049337,46.42326345573852,43.79115319963755,905.437895952615,42.66095722738065,,27.880281841940445,41.15356543987522,277.58924301826283,1366.5636599175946,14.967087352554076,ABC,Low,3.706370523565824,0.3199500443084586,24.08769471990524,7.462255255555554
WM_604,2018-11-04 13:53:20,96.12016002587517,,43.75733597316375,-99.0,43.48379389984439,40.80121603846892,2084.602354927365,74.01016596843291,-187879.27593703623,34.9942548054547,45.73217602846266,512.8740029525378,1698.9970950224583,35.8611725532047,BBB,Medium,-1.6508148253870614,0.4876727577132428,24.06802723635293,3.9785536538461534
WM_20213,2019-04-22 18:53:20,-93.6824357551884,24.41741689193892,16.299289290013064,1.3317907649652256,40.2118232908904,41.49659481536797,2090.2680736747043,70.66658615242315,17128.461126007172,30.1732248520168,41.60683920910893,211.6538712082921,1688.889412538334,36.117261863089226,BB,Medium,2.828466708028297,0.3728075059404024,26.795485594432456,3.899105142105263
WM_21631,2019-05-04 21:33:20,94.39168997696444,18.06746568384261,-11.824969776272305,-1.1088416192344543,-13.968279952351288,43.04604936699121,2369.4571490986195,71.71753348099746,17177.16325503173,36.311397741793385,43.8308589746609,200.4408592796519,-99.0,40.115664408349566,BBB,Low,2.4616179883467124,0.4949061716213531,27.1612808731516,6.20136225625
WM_20744,2019-04-27 23:23:20,23.96101948188351,,42.91313557454807,-1.1891565899116066,97.21474451438354,41.622116276163865,2312.4590990780707,76.2750435322051,-408998.8354571675,30.63154709680623,43.74090320222831,280.6471459293711,1788.201993205918,39.570725746622045,AAA,Low,2.8205831208472536,0.4171622810390075,24.00389546914336,6.675905089473685
WM_7682,2019-01-01 04:03:20,33.13797604298981,14.181260087213277,45.63741968214478,-99.0,47.171445219812,47.17491274663416,894.0964532590333,47.08889913962355,128180.0801131957,40.19669021634661,45.498633823080354,,1379.1232067724852,17.650357918826828,,Medium,2.029438824670565,0.3773234776698016,,8.041409610000002
WM_8096,2019-01-04 02:33:20,41.1763517468707,10.67439226730722,43.6815052669179,-0.0990388674390256,45.05797635164125,47.27954698306458,956.3675144713995,45.40522377917405,126027.09103456544,38.42314905682123,43.059215246332606,,1415.5316502692394,16.592397040433532,AB,Low,,0.432109552033906,25.040630360433664,8.03440466
WM_24875,2019-05-28 17:43:20,22.521322591566747,12.292925705133008,45.23642401778967,-0.9473381176470428,45.03771949019679,42.08256356590573,818.0326204673249,41.68417035487244,436945.689085109,31.915100515624985,-99.0,263.6491819317324,1276.607539969442,14.939824187529055,B,Medium,,0.3644636558491615,25.14249887256309,6.4841665
WM_25750,2019-06-05 10:43:20,-105.5112325344684,,-11.24291443706749,0.0196626337414277,11.493902232948678,12.696490209692245,762.3495485481109,37.69610319773359,116295.5474098673,17.451142931322714,-99.0,294.791956119586,1214.4893771354918,12.737837911197978,AC,Low,2.515369984783858,0.3142308982365756,6.132429596897239,4.8594219944444434
WM_18760,2019-03-31 11:23:20,15.164625501776648,8.411100074187758,41.97186018098512,-0.6585251285898885,40.36843240940588,44.185123268997096,771.8633279184542,38.36992046646395,-419966.4189570533,29.48996095100425,42.26239242214204,500.56654755333,1219.5460406157183,12.112310150085168,BBB,Medium,3.1376438264358195,0.4033041785194048,10.076664427784904,4.640978069565217
WM_22421,2019-05-10 11:13:20,92.9674683445302,,42.14201965640128,-0.5853564947711666,43.09269636185992,42.4510681705456,2136.730655981246,71.28542721014475,17164.87179222154,27.047485664264457,42.26421517898322,259.07236447791234,1730.5327288409696,37.92684752047536,B2,Low,3.402768092774068,0.4247204094422955,34.499667578407475,4.927438688888889
WM_38132,2019-09-07 00:43:20,95.59342228670243,15.847752230670828,45.233345101525885,-99.0,46.93311100440368,46.65867606031365,2945.902058162324,93.57355791780417,19107.88948638833,41.81771537725714,45.15276451537267,276.81635926522574,1966.530392957804,43.193785406483386,AAA,Medium,4.59133524869745,0.3769483899104587,26.1644142931152,8.642966033333334
WM_23716,2019-05-19 16:13:20,93.16672101092718,22.94690046113992,44.74865620901282,-1.0826491140373813,45.34751412114572,45.38504550994136,2191.8620024947904,73.77584934141836,16688.89808689492,26.633361156098687,-99.0,219.4454974368982,1777.187044158646,-99.0,A,Low,,0.4039790649642161,24.030259442625617,6.085066472222223
WM_6407,2018-12-22 23:13:20,94.7977977007937,21.20765716418864,3.8637951047334695,-99.0,44.691284952516696,47.91802602730528,2826.73534528878,91.07927221047186,19265.64252323185,36.7511710830296,-99.0,,1984.868734360087,45.36838290825392,BBB,Medium,,0.4281567800384348,27.237346149963106,9.282649425
WM_20639,2019-04-27 05:53:20,10.66278423447213,-99.0,42.491980385443696,-99.0,40.18050365386746,43.44330506512233,790.5097331871323,37.48311847216816,110862.73546222714,30.214673066862247,41.85228499249602,255.33808511783096,1178.6795373912694,12.35575396406422,A2,Medium,3.108626425269933,0.4394231043365606,44.82500591824342,3.449273531578948
WM_18582,2019-03-28 03:43:20,160.7564821455518,9.94575804135124,43.71133979870572,0.3473801698575972,42.33014815655214,41.02360012817734,773.3453442733073,38.08618483526883,348410.67258795496,32.70953805017661,-99.0,546.0790629574606,-99.0,13.530067535019947,BBB,Low,2.9226495753688777,0.3400371803330166,8.006324872134066,4.397759845
WM_24220,2019-05-23 04:23:20,136.49995634936272,6.197102798586677,42.92728186113669,-0.9001785965334967,6.901183448471812,42.71045633324141,763.8328013844921,37.73129585365042,,26.683764234023663,40.04811022418664,212.9544872342344,1224.107746221159,12.713469146095306,BCB,Medium,4.209982402663806,0.4515982076284783,27.49716516490988,5.299977583333334
WM_33351,2019-08-01 22:53:20,33.65255490654908,10.964593929397845,42.94975471351741,-1.108058521229348,44.80710228876824,46.36120877482921,928.8578044793873,44.0276411225085,-274786.0836774084,37.55718110176875,-99.0,289.55239897353465,1407.606161483025,-52.60390859029437,AAA,Low,4.034468103346291,0.3426442758407959,38.3234702985237,8.237721805555555
WM_37358,2019-09-01 15:43:20,96.66237622390352,23.16400473519373,9.507339838056986,7.333329174633566,65.73088351328278,44.370769968186416,1778.825078339828,68.15436307055501,-260380.0386920697,35.05851030335978,46.32861384629386,259.4742067407243,1685.6513088010863,31.790039660080108,BA,Medium,,0.3546418946202862,25.452077964403443,3.3940104210526325
WM_17218,2019-03-18 01:13:20,17.875234762734504,12.914723007420562,42.1423298783003,-1.130007297712732,-77.80819420341822,45.130242506267344,796.1701268845578,37.99846631098514,-181440.99713537065,35.05116825431824,40.86560961961014,301.9746939841815,1238.5161328089116,12.124956882083238,BBB,Low,,0.4857107111878843,24.09594403602241,5.691509890000002
WM_32796,2019-07-28 23:33:20,36.75686157714745,-15.526163750122166,45.06193480875454,-0.702641255589758,45.370077466169256,42.978633245839085,966.726126269184,44.462384871628046,123971.94131462857,32.32170259608855,-5.103401886368204,261.2905720632554,277.31101172810145,16.75308511316359,BBB,Low,4.823542155469031,0.4041450644572043,30.362720418899265,8.301929555000001
WM_17758,2019-03-21 23:03:20,14.016831744109773,-99.0,41.83722767168059,-0.0986842214566586,163.4709856442838,44.7136844113211,788.4956451405761,38.40533647039812,-100589.07602257648,34.59934520786791,-99.0,,1206.6901897014932,12.442282656235337,ABC,Medium,3.792831877904638,0.319728300645029,25.050351486147505,4.7107698450000015
WM_37482,2019-09-02 12:23:20,95.15780304974156,27.147545217675265,42.91034248615678,41.088679275960665,41.0660106400946,43.46721391300702,1092.0312845238416,69.30047992377709,16596.114361122596,31.32216273219816,44.673583354715696,252.91729441270488,1661.784733572648,-40.323456697748455,AC,Medium,4.449845930761921,0.3407059645114247,14.21876395014036,3.1045292588235296
WM_18983,2019-04-04 12:03:20,10.100845571200704,10.335041830909788,41.39003617110928,80.30583307446007,-194.6379341246972,39.157422619450415,500.0,37.058314985801005,108553.26264543498,24.49575996837248,42.16964939040683,,1164.8128424346794,,,Medium,2.93271149204081,0.427339150419634,25.100633971421765,2.1824082416666664
WM_28487,2019-06-25 13:23:20,19.06039560259474,11.800315534135288,44.71040668881488,-0.963200722841617,43.618832406929776,45.41724304658392,807.9554940053861,39.80117718630552,115843.59348792717,21.28683268783097,43.79338534522282,239.21031994672583,1251.1562968029093,13.16489276712011,BBB,Low,3.8230297437139056,0.4781001728626902,26.613614709847923,5.720647215789473
WM_37536,2019-09-02 21:23:20,94.71496207736598,,43.98143353238003,-1.141226791064549,46.721129962259255,44.114569154458735,2625.5211331865,81.84140066032418,18222.48875761241,39.042498772578256,44.18645828510259,237.9845939666644,-99.0,43.76430944692457,AC,Medium,,0.4332193035017645,30.57377568488129,7.754316300000001
WM_7588,2018-12-31 12:23:20,95.53960900710165,35.212021064610965,66.28662344721698,-99.0,44.24587195074118,45.728331840932825,2799.70455527642,92.55036977623476,18964.65999809364,41.90394206032988,45.09356990781178,534.6158443197835,1978.7777725663225,116.14108232071774,BCB,Low,4.681792432066565,0.4525256536278521,37.86792108085565,10.952779574999996
WM_8731,2019-01-08 15:23:20,95.52243496734953,23.16498303453285,82.77418981327502,-1.2550707643397705,-84.88658363852205,44.541568344336895,2609.52237550212,86.38761585885732,18179.34842691664,36.62916687132244,45.07467846408446,49.365637522863146,1870.0194997701767,39.56714659942927,B,Low,-1.280244229989591,0.4969330890962801,24.685386253487216,7.518129574999999
WM_40265,2019-09-23 03:03:20,93.5700652941682,19.174247498276287,22.447542145391164,-1.013103623075818,44.68690742086539,44.27635074753066,2238.653437815616,76.24852943055117,17178.91975641981,36.68847987473491,42.927071823585,285.929177561214,1766.5514646629797,39.502629445390426,D,Low,4.234845460586876,0.426460352002039,23.22000536691111,6.180194222222222
WM_15650,2019-03-01 15:23:20,255.62772822249087,30.156421701105323,68.82712304732436,9.335229078494708,48.999567837247824,48.78432880674433,2803.350412735981,92.9046895141615,18608.456738037625,41.411781922810704,46.31173640878068,0.0,1964.0923989456203,46.68828321915785,D,Medium,4.726621624012891,0.3386060775237197,25.831861666935414,10.38308955
WM_20342,2019-04-25 01:53:20,19.62234906132207,10.467585024711177,43.11920676175207,-1.009035677573756,-37.2668277112144,46.05598411164617,790.1627839356036,39.295196163235225,135250.3363957485,23.9846177063912,-99.0,281.39958277055075,1254.0538030300456,-99.0,ABC,Medium,4.157536896132399,0.3467752924919921,27.90971228661904,5.957068268421053
WM_20844,2019-04-28 16:03:20,95.34603804846466,19.96262633844856,41.30148945908888,-99.0,99.23895917385737,41.302050786910286,1013.8611553861234,65.93501888716837,16320.688145717098,30.486685862787738,44.880641853311126,207.95536102851835,1661.7083580244357,20.0,B2,Medium,8.300069076159565,0.3691684459000176,27.14880821632341,2.355831494736842
WM_23879,2019-05-20 19:23:20,93.0574543591234,23.89504020536805,44.61629881478581,-1.2394653760784624,43.91960647555516,44.60682446996827,2531.189196720868,75.67437412670756,-144456.45300895465,25.35331988360067,42.36319979503574,238.4408810933853,1809.801553353167,38.148388203459234,,Low,3.562779726782448,0.4868272767070432,24.48351959264525,6.819649766666667
WM_11330,2019-01-28 20:13:20,94.68534906045956,21.02708064280013,44.58621683391204,14.48737835498832,46.03781544312886,48.4425757509018,2786.725525820708,93.108818402339,-154149.46357436912,42.90991075496851,100.18619482320284,,2973.2145749056253,-29.43738986881036,A,Medium,,0.349684316844462,24.45835415020996,14.390259325
WM_25655,2019-06-04 03:03:20,10.0,11.610170786198331,37.837056497631615,100.27400149545504,-6.106454920352526,36.90169226993388,500.0,34.33173798640715,107442.78949319704,15.253747196719225,100.18697931579098,279.22323262614213,1172.554732357693,5.0,,Medium,2.2601440732676163,0.3517932282773447,26.07584471800074,4.548238772222224
WM_39360,2019-09-16 02:03:20,-110.02313265078578,19.934304135861147,43.81892522213589,-1.143170642474187,44.431834626817626,43.55803663734794,2162.8554035937595,75.65014389385092,16952.908732782664,38.48579109186751,,250.3454718804732,1741.0845751593429,36.400023804683215,BCB,Low,,0.3888509427018788,25.44596489946101,5.726143587499998
WM_23870,2019-05-20 17:53:20,92.67583713339664,-99.0,41.73958066415364,-1.2270344106442586,103.56982903258891,45.18773624675945,2373.060734074823,77.9615409628569,17657.030224736478,24.70936533279518,41.94342084673632,260.2125949863527,1814.867551025116,41.74314768158522,B,Low,4.99653955571162,0.4250963506861374,32.47826841717456,7.058933000000001
WM_2195,2018-11-16 18:43:20,96.7746643741334,47.40728889978726,46.47089178752592,85.98279817924048,43.010612615306805,44.90774256553459,1006.4798826851631,74.56343293241768,17070.911767452264,42.95902879544762,46.45213081154675,145.3477341299174,1655.7513694555464,20.0,AC,Low,3.027320863870913,0.3383043429940619,31.58689346171566,2.91375485
